"address","attributes.ByAppointmentOnly","business_id","categories","city","hours","is_open","latitude","longitude","name","postal_code","review_count","stars","state","attributes.BusinessAcceptsCreditCards","hours.Friday","hours.Monday","hours.Saturday","hours.Thursday","hours.Tuesday","hours.Wednesday","attributes.BikeParking","attributes.BusinessParking","attributes.Caters","attributes.CoatCheck","attributes.DogsAllowed","attributes.HappyHour","attributes.HasTV","attributes.OutdoorSeating","attributes.RestaurantsDelivery","attributes.RestaurantsPriceRange2","attributes.RestaurantsReservations","attributes.RestaurantsTakeOut","attributes.WheelchairAccessible","attributes.WiFi","hours.Sunday","attributes.Alcohol","attributes.GoodForKids","attributes.Ambience","attributes.DriveThru","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsTableService","attributes","attributes.NoiseLevel","attributes.GoodForMeal","attributes.BusinessAcceptsBitcoin","attributes.GoodForDancing","attributes.Music","attributes.Smoking","attributes.AcceptsInsurance","attributes.BestNights","attributes.BYOB","attributes.Corkage","attributes.BYOBCorkage","attributes.HairSpecializesIn","attributes.Open24Hours","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions"
"1600 E 8th Ave",NA,"24naoM4kRu1oQcrWjodYpA","Cinema, Arts & Entertainment","Tampa",NA,0,27.961061,-82.441488,"AMC Classic Centro Ybor 10","33605",118,3.5,"FL",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5920 W 86th St","False","M8DyYK6ElRQpMcK5h5Zn1A","Arts & Entertainment, Cinema","Indianapolis",NA,1,39.914307,-86.2655151,"AMC Traders Point 12","46278",60,3.5,"IN",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701 S Belt W",NA,"BZASRI7cjKt72N5mdBwsqQ","Cinema, Arts & Entertainment","Belleville",NA,1,38.5038017,-89.9947932,"EDGE 5 Theatres","62220",32,4,"IL",NA,"16:0-23:0","16:0-23:0","12:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7051 Overland Rd",NA,"vZktWl-fkfc-dMe9_XvNhA","Cinema, Arts & Entertainment","Boise",NA,1,43.5888876,-116.2698565,"Overland Park Cinemas","83702",28,4,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3821 Lindell Blvd",NA,"g6rcVXjeLT6Y_kAFhbbJRg","Bars, Nightlife, Lounges, Arts & Entertainment, Cinema","Saint Louis",NA,0,38.6391319,-90.23901,"Moolah Theatre & Lounge","63108",192,4.5,"MO","True",NA,NA,NA,NA,NA,NA,"True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,"True","True","False",NA,"1","False",NA,NA,"'paid'",NA,"'full_bar'","True","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,NA,"True",NA,NA,"u'quiet'",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8 W De La Guerra Pl",NA,"wrHiC82EFgvH72Kv5Uw5-Q","Arts & Entertainment, Cinema","Santa Barbara",NA,1,34.4193653914,-119.699665904,"Metropolitan Paseo Nuevo Cinemas","93101",53,2.5,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100 Quarry Road",NA,"mUbCBHHsfgTTReZlfbyl2w","Arts & Entertainment, Cinema","Downingtown",NA,1,40.014401,-75.674033,"Regal Downingtown & IMAX","19335",31,3,"PA",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416 Music Valley Dr",NA,"BkdbdbYZxo6NSl3EXu0RJw","Arts & Entertainment, Dinner Theater, Restaurants, Cinema","Nashville",NA,1,36.219995,-86.69777,"The Nashville Nightlife Dinner Theatre","37214",14,3.5,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300 S Broad St",NA,"lHK9hMs-GzSHuuN9uyZQKA","Music Venues, Performing Arts, Cinema, Nightlife, Arts & Entertainment","Philadelphia",NA,1,39.946823,-75.165018,"Kimmel Cultural Campus","19102",155,4,"PA","True","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","True","{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,"False","False","False",NA,"3",NA,NA,NA,NA,"10:0-18:0","'full_bar'","True","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",NA,NA,"True",NA,NA,"u'average'",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA
"6333 Wesley Grove Blvd",NA,"aUoyrbUDjGwQfwuXtTvyZQ","Arts & Entertainment, Cinema, Dinner Theater, Restaurants, Nightlife, Comedy Clubs","Wesley Chapel",NA,1,28.2496661279,-82.3476478203,"Grove Theater, Bistro & Entertainment","33544",13,2.5,"FL","True","16:0-21:30",NA,"12:0-21:30","16:0-21:0",NA,NA,NA,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True",NA,"12:0-19:0","u'full_bar'","True",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12701 Manchester Rd","False","nMw5vP6KwTb6HWbpxRWXsQ","Arts & Entertainment, Cinema","Des Peres",NA,1,38.603428,-90.4529384,"Marcus Des Peres Cinema","63131",96,3,"MO",NA,"12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16 W Lancaster Ave",NA,"0cakLmwQWTMPAKvufgQ6qw","Shopping, Books, Mags, Music & Video, Videos & Video Game Rental, Music & DVDs, Video Game Stores, Cinema, Arts & Entertainment","Ardmore",NA,0,40.0079319,-75.2917049,"Viva Video","19003",25,5,"PA","True","11:0-22:0","0:0-0:0","11:0-22:0","13:0-21:0","13:0-21:0","13:0-21:0","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True",NA,"11:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507 S 8th St",NA,"OFSrGC3hrP3SvZcernZl8Q","Arts & Entertainment, Cinema, Performing Arts","Philadelphia",NA,0,39.9429837,-75.1550145,"Society Hill Playhouse","19147",10,4.5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9302 Anderson Road","False","n_McF_t9JQiax1uiued-Yg","Cinema, Arts & Entertainment","Tampa",NA,1,28.0330163904,-82.5427205723,"AMC Veterans 24","33634",155,4,"FL",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'free'","11:0-23:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250 Victorian Ave","False","r3ytJNv5v0zpVGeMerAYXQ","Arts & Entertainment, Cinema","Sparks",NA,1,39.5365215,-119.7587094,"Galaxy Theatres Victorian, Sparks","89431",86,3.5,"NV",NA,"11:0-23:0","14:0-22:0","11:0-23:0","14:0-22:0","14:0-22:0","14:0-22:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'no'","11:0-23:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7990 Liberty Ln",NA,"QJylQV7g2W36PaS3i0ppYQ","Arts & Entertainment, Cinema","Seminole",NA,0,27.8448940488,-82.791767979,"Touchstar Cinemas - Seminole 8","33772",8,3.5,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237 N East St",NA,"qcclrilFObdpGcn9Uj4lkA","Food, Cinema, Health Markets, Coffee & Tea, Specialty Food, Arts & Entertainment","Indianapolis",NA,0,39.770721,-86.148571,"The Earth House","46204",28,4.5,"IN","True","11:0-21:0","11:0-21:0","9:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,"False",NA,"1",NA,NA,NA,"u'free'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494 W Germantown Pike",NA,"hYcztqEgpR2vvm_GY_WJHg","Arts & Entertainment, Cinema","Plymouth Meeting",NA,0,40.1146287,-75.285409,"AMC Plymouth Meeting Mall 12","19462",38,3,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140 Market St","False","2D-8pjS2NB9ut8AIUFEu2w","Cinema, Fast Food, Restaurants, Arts & Entertainment, American (New)","Collegeville",NA,1,40.1641823504,-75.4795074463,"Movie Tavern Collegeville","19426",430,3.5,"PA","True","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","False","False","False",NA,"True","False","False","2","True","False",NA,"u'no'","12:0-22:0","u'full_bar'","True","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,"u'casual'","True",NA,NA,"u'average'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8125 Sawyer Brown Road","False","4jISUD7S_gjIG0XWD4DO0Q","Arts & Entertainment, Cinema","Nashville",NA,1,36.081019,-86.947374,"AMC Bellevue 12","37221",66,4,"TN",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3300 Brandywine Parkway",NA,"IAiBDzIqD3ozKo-EhnPIaQ","Arts & Entertainment, Cinema","Wilimington",NA,1,39.8335684898,-75.5357360844,"Regal Brandywine Town Center","19803",80,3,"DE",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3233 E Speedway Blvd",NA,"t3yNTcIYyCreySnwVl5tjw","Cinema, Arts & Entertainment","Tucson",NA,1,32.2364897,-110.9236069,"The Loft Cinema","85716",243,4.5,"AZ",NA,"10:0-23:30","10:0-23:30","10:0-23:30","10:0-23:30","10:0-23:30","10:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11 N Sierra St","False","3ZV1zaRKJg-xSiZU3DZ3XA","Venues & Event Spaces, Event Planning & Services, Cinema, Arts & Entertainment","Reno",NA,1,39.52503,-119.814339,"Century Riverside 12","89501",146,3.5,"NV","True",NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False",NA,"False","False",NA,NA,"False","True","u'no'",NA,"u'none'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111 Sansom St",NA,"q_ETKH71b9B7-vPJ4__-8w","Venues & Event Spaces, Event Planning & Services, Local Flavor, Arts & Entertainment, Cinema, Performing Arts","Philadelphia",NA,1,39.9517253,-75.176107,"The Philadelphia Shakespeare Theatre","19103",13,4.5,"PA",NA,"9:0-17:0","9:0-17:0",NA,"9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7137 Germantown Ave",NA,"6tBjU-CvMSf15Rkmy_xnlQ","Cinema, Arts & Entertainment, Performing Arts, Ticket Sales","Philadelphia",NA,1,40.0595323,-75.1901731,"Quintessence Theatre Group","19119",9,4.5,"PA",NA,"13:0-19:0","12:0-16:0","13:0-19:0","13:0-19:0","12:0-16:0","10:0-19:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'","12:30-17:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13555 49th St N",NA,"iUq9dgzr4cKj-IdjOOxwEQ","Cinema, Restaurants, Arts & Entertainment, Dinner Theater","Clearwater",NA,1,27.8954431966,-82.6997489996,"Earlybird Dinner Theater","33762",15,4.5,"FL",NA,NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"True",NA,"False",NA,"True","False",NA,NA,NA,"u'full_bar'","False","{u'divey': False, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",NA,"u'casual'","True",NA,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555 El Rancho Dr",NA,"86Atw2zewJ7ECMH3a7DsbQ","Cinema, Arts & Entertainment, Drive-In Theater","Sparks",NA,1,39.5398563424,-119.7774713644,"Drive-In El Rancho","89431",88,4,"NV",NA,"18:30-0:0","19:30-0:0","18:30-0:0","19:30-0:0","19:30-0:0","19:30-0:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19:30-0:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14231 137 Avenue NW",NA,"ULupb87b2qwWMe1EF5Av2w","Arts & Entertainment, Cinema","Edmonton",NA,1,53.5980889,-113.5679041,"Cineplex Odeon North Edmonton Cinemas","T5L 5E8",69,3,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593 W Lancaster Ave",NA,"ki9uvGXwENvV6OR9fzY1yg","Cinema, Arts & Entertainment","Frazer",NA,0,40.036273,-75.575341,"UA East Whiteland 9","19355",7,4,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465 S Broad St",NA,"53cWQoa_wCOTQtcqp-FkjA","Cinema, Arts & Entertainment","Hamilton Township",NA,1,40.192046,-74.721906,"Regal Independence Plaza & RPX","08610",26,3.5,"NJ",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5339 Prytania St",NA,"0gGqyFiITSaS8pInjcNHzw","Arts & Entertainment, Cinema","New Orleans",NA,1,29.9251709,-90.1132022,"Prytania Theatre","70115",132,4.5,"LA",NA,"12:0-2:0","12:0-0:0","10:0-2:0","12:0-0:0","12:0-0:0","10:0-0:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-0:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170 Scheels Dr","False","317lIGWVcxcVWdVo6ZKHwg","Cinema, Arts & Entertainment","Sparks",NA,1,39.5317015,-119.7229487,"Galaxy Theatres Legends IMAX, Sparks","89434",471,4,"NV",NA,"9:30-23:0","9:30-23:0","9:30-23:0","9:30-23:0","9:30-23:0","9:30-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'no'","9:30-23:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616 St Peter St",NA,"oxlgMBR8lf1WGQtMIyrL5g","Cinema, Arts & Entertainment, Performing Arts","New Orleans",NA,1,29.9574631,-90.0641976,"Le Petit Theatre Du Vieux Carre","70116",24,4.5,"LA",NA,"11:0-17:0",NA,"11:0-17:0","11:0-17:0","11:0-17:0","11:0-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300 E Tucson Marketplace","False","5EYSSqpUmVqaQCcRKT2ZWQ","Arts & Entertainment, Cinema, Event Planning & Services, Venues & Event Spaces","Tucson",NA,1,32.18374,-110.9524181,"Cinemark Tucson Marketplace and XD","85713",63,4,"AZ","True",NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False",NA,"False","False",NA,NA,"False","True",NA,NA,"u'beer_and_wine'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660 Neshaminy Mall","False","QU0tsRJw8vabl_tYkN2vqw","Arts & Entertainment, Cinema","Bensalem",NA,1,40.1402781692,-74.9539567553,"AMC Neshaminy 24","19020",164,3,"PA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6102 N Rural St",NA,"4vfixkA19nOC-gMBm5jqwQ","Arts & Entertainment, Cinema","Indianapolis",NA,1,39.866037,-86.118096,"Landmark's Glendale 12","46220",71,3.5,"IN",NA,"13:0-22:0","13:0-20:0","13:0-22:0","13:0-20:0","13:0-20:0","13:0-20:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:0-20:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003 Arch St",NA,"ILZ3hdPSOd65uq-iuC5w7Q","Arts & Entertainment, Cinema, Music Venues, Nightlife","Philadelphia",NA,1,39.9537058,-75.1565271,"Balcony At the Trocadero","19107",28,3.5,"PA","True",NA,NA,NA,NA,NA,NA,"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"True","False",NA,"2",NA,NA,NA,NA,NA,"'full_bar'","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,NA,"True",NA,NA,"u'loud'",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740 Clements Bridge Road",NA,"YRa-66CRqcZ-nKFfHDpUNw","Arts & Entertainment, Cinema","Deptford",NA,1,39.8349463,-75.1006256,"AMC Deptford 8","08096",65,3.5,"NJ",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6333 Wesley Grove Blvd",NA,"d4FXXwFDzUv8Qu4hiqLUMQ","Arts & Entertainment, American (Traditional), Cinema, Cafes, Nightlife, Dinner Theater, Lounges, Restaurants, Bars","Wesley Chapel",NA,0,28.2463076951,-82.3482338084,"CinéBistro at Grove 16","33544",131,3.5,"FL","True",NA,NA,NA,NA,NA,NA,"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","False",NA,"False",NA,"True","False","False","2","True","False",NA,"u'no'",NA,"u'full_bar'","True","{'romantic': True, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"u'casual'","True",NA,NA,"u'quiet'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170 E Eagles Gate Dr",NA,"5ikqJdITpK-YKYJM1VO32w","Cinema, Arts & Entertainment","Eagle",NA,1,43.6678814,-116.3524099,"Eagle Luxe Reel Theatre","83616",24,3.5,"ID",NA,"11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'no'","11:0-23:30","u'none'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618 Washington Ave, Fl 2",NA,"sImDC2ePC0sIkZsHaX-k3g","Arts & Entertainment, Venues & Event Spaces, Event Planning & Services, Cinema","Saint Louis",NA,1,38.6301588,-90.1899578,"MX Movies & Bar","63101",134,4,"MO","True","15:30-22:30","0:0-0:0","15:30-22:30","17:30-21:30",NA,"17:30-21:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,"True",NA,"14:30-20:30","u'full_bar'","True",NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200 Canal St",NA,"w7Up6RZVcjHmNOCd5v0EwQ","Nightlife, Arts & Entertainment, Music Venues, Performing Arts, Cinema","New Orleans",NA,1,29.956008,-90.073976,"The Joy Theater","70112",41,4,"LA","True","22:0-2:0","10:0-18:0","10:0-2:0","10:0-18:0","10:0-18:0","10:0-18:0","True","{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"True","False",NA,"2",NA,NA,NA,"u'no'","10:0-0:0","'full_bar'","False","{'touristy': None, 'hipster': True, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",NA,NA,"True",NA,NA,"u'loud'",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA
"1600 N Broad St",NA,"RsQchuSMtpq8SyKkZMkVWA","Cinema, Arts & Entertainment","Philadelphia",NA,0,39.9779704,-75.1584557,"Pearl Theatre","19121",46,2.5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317 State St",NA,"shA4op1763K-ipMqVdZMvA","Performing Arts, Arts & Entertainment, Cinema","Santa Barbara",NA,1,34.4245797,-119.7065641,"Arlington Theatre","93101",140,4,"CA",NA,"10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-16:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
